review,rating,sentiment
udh di download tapi gak bisa dibuka trs my BCA tau bca Mobile juga sama aja,2,Negative
aplikasi longor,1,Negative
"penarikan dari bank ya susah,,gak worth it seolah² orang mau penipuan aja,,padahal udah jelas² ada TTD cek langsung masih GK percaya,,BCA KCU BENGKULU !!",1,Negative
"Halo, bisa nggak tambahin opsi lain untuk mengirim otp, jgn lewat sms doang",1,Negative
tiap sebentar minta pembaharuan.. bosan. dan sangat mengganggu..kadang sehabis pembaharuan..gk bisa di buka krn lupa paswor dll.. Hubungi halo bca..bisa menghabis pulsa sampai 50 rb.. saya dah brp kali kena begitu... kalau bisa matiin tu pembahruan.. gk ada guna,1,Negative
apakah my bca sedang ada gangguan hari ini,5,Positive
aplikasi gak jelas padahal udh di upload apknya tapi suruh update lagi kocak,1,Negative
"KENAPA SAYA TF DUIT DRI DANA KE MY BCA GK MASUK DUITNYA DI MY BCA TOLONG DONGGG JAWAB BERITAHU SAYA MIN, KARENA SAYA DARI SMLM SUDAH TF DUITNYA TP GK MASUK²",2,Negative
ok,5,Positive
kode indonesia tidak ada,1,Negative
aku donlot gada uangnya,1,Negative
"smnjak ganti kartu kepotong biaya admin terus hmpir tiap hari, setau saya kepotong nya 25 ribu tp ini udh lebih dr 25 ribu kepotong saldonya gmna ni??",3,Neutral
not bad good👍🏻,5,Positive
berbeda dg yg tertera dilembar panduan credit card jadi susah,1,Negative
"Bug force close di tab masih belum diperbaiki, padahal dilihat dari ulasan sudah ada yang bilang dari beberapa tahun lalu. Kayaknya dibiarkan gitu aja, gak diperbaiki sama sekali.",1,Negative
kenapa. sih tiba2. suka. keluwar. sendiri. dan. susah untuk. masup kembali. pdhl. pasport. id udh bnr,5,Positive
Sangat membantu,5,Positive
kenpa verifikasi wajah nyan sering gagal tolong d perbarui karena sanga2 ngebug dan lelet saat verifikasi wajah yg berakibat gagal,1,Negative
"Edit: halaman tambahkan nomor hp tersebut otomatis muncul setelah masuk dengan BCA ID dan Passwordnya, dan saya tidak menemukan tombol skipnya. Kolom terdiri dari kode negara dan masukkan no. Hp. Tapi di kolom kode negara tidak ditemukan indonesia. Sehingga saya tidak dapat melanjutkannya karena tombol konfirmnya masih abu abu.",3,Neutral
okeeee,5,Positive
"kenapa pas transfer sesama rekening BCA selalu pending, di keterangan berhasil namun uang tidak sampai ke penerima.... tolong dong solusinya",1,Negative
makin ke sini aplikasi makin gak bagus,1,Negative
"buruk, sering kesulitan buka mybca... lebih dari 10x dlm 3 hari terakhir ini",2,Negative
good,5,Positive
ini saya mau nambahin nomer telp buat bca saya masa iya kode negara indonesia kaga ada gimana dah,4,Positive
ok,5,Positive
semua BCA milik Allah,5,Positive
"KENAPA YAAA SUKANYA KEBLOKIR TERUS. ENGGA PERNAH SALAH, BARU MAU FINGER 1X UDAH KEBLOKIR. MASA SETIAP MINGGU HARUS TLP HALOBCA😭",2,Negative
"sangat buruk sekali nyesal saya pakek bca, kenapa tiba"" minta ganti sandi",1,Negative
"setiap login ke akun harus pakai pulsa, padahal punya 2 akun, harus otp terus, jadi ribet sendiri yang punya akun",2,Negative
"verivikasi wajah gagal terus , BRImo, Sinarmas langsung kalo ini kok susah sampe males. mau ke bank kendala waktu 🔥",2,Negative
sangat memuaskan,5,Positive
"g bisa di andelin, pas lagi butuh butuhnya malah eror, lama lagi erornya",4,Positive
"bolak balik Log in , tp selalu tulisan sesi telah habis ... padahal belum log in log in sampe masuk ... kacau",2,Negative
ini kenapa yaa lagi eror kah aplikasinya?,4,Positive
aplikasi bagus,5,Positive
"ini kenapa setiap login, sesi habis Mulu sih",1,Negative
"knpa my bca saya keluar terus ga bisa masuk,setelah di update makin parah aja nih apk",3,Neutral
kenapa sering eror sekarang.. kaga jelas,1,Negative
Worth it banget buat milenial,5,Positive
"muncul notifikasi update, setelah di update selalu error dulu awal sebelum ada update tidak pernah sama sekali bermasalah.",1,Negative
baik,4,Positive
"knapa kok setiap logi, pss udah bener. kok tbtb keluar dgt tulusan sesi anda telah berakhir?? tolong minnnn",1,Negative
"ini gimana saya mau log in tidak bisa terus,setiap masuk keluar sendiri ""sesi log in sudah habis"". perasaan sudah update terus tapi tetep ada aja problemnya",1,Negative
"selasa, 28 April 2026..jam 16.25 kenapa tiba-tiba nda bisa di buka ????",1,Negative
good,5,Positive
kenapa ya saya mencoba login tapi tbtb keluar sendiri. saya ulangi berkali2 ttp sama,3,Neutral
"eror ga bs kebuka, close sendiri",1,Negative
login berkali2 gagal ada tulisan mohon maaf sesi anda telah habis maksudnya gmn sy sdh di depan atm ajg,1,Negative
eror system,2,Negative
Tiba-tiba saja ada gangguan. terus mau login lagi ID terblokir. hadeh. padahal sudah rajin update tapi makin ke sini malah makin kacau. bikin gak nyaman.,1,Negative
bagus,5,Positive
hallo BCA ini kenapa ya aplikasi ku out sendiri,5,Positive
payah masa udah masuk keluar sendiri setiap login sesi anda telah usai,3,Neutral
"dari pagi sampai sekarang gak bisa login. padahal udah pakai wifi, data internet dan pulsa biasa tetap aja gk bisa login",5,Positive
saya mau transaksi buka qris malah balik lagi kd main menu,2,Negative
dari semua m banking jujur ini yang paling ribet,1,Negative
nice,5,Positive
"tolong di cek knpaa setelah di update ko pas log in tiba² langsung kaluar , dan di coba berulang ulang tetep masih sama kaya gitu . knpaa ya",1,Negative
kenapa histrori transaksinya ga muncul,3,Neutral
"aneh bgt sekelas bank harus login pake ""Data Selulerrrr"" come on bro.. this is 2026. everyone use wifi",1,Negative
sering log out jadi nya harus beli pulsa,2,Negative
Bagus,5,Positive
ok,5,Positive
min gue mau verifikasi wajah keluar aplikasi terus tolong benerin..kalo udah bener gue kasih 🌟 5,2,Negative
udah di update ko semakin lemot . untuk masuk juga lemot gak bisa .tolong perbaiki lagi,4,Positive
kenapa kaga bisa kebuka,5,Positive
buka tabungan aja susah bnget sihh🥲😭,1,Negative
Kecewa karena sekarang tidak bisa berjalan di hp saya karena aturan OS hp saya masih versi 7.0 coba buat develover turunin lagi syarat kompatibel nya minimal OS 6.0,1,Negative
padahal ID dan fasword BCA m-banking tidak pernah saya ganti2 tapi kenapa koq ketika pakai my BCA gak bisa masuk. jadi heran saya. aneh juga ya,1,Negative
kenapa engga bisa bikin rekening baru min,5,Positive
membantu dalam keamanan,5,Positive
"sdh better daripada sebelumnya, cuma tambahan penting dan harus di perbaiki, utk opsi mutasi transaksi tambahkan jam di keterangan jgn cuma tgl, nama dan jenis transaksi saja, tambah juga jam, menit agar bisa valid mutasinya",3,Neutral
"Satu aplikasi untuk semua kebutuhan. Tidak cuma buat transfer, tapi sekarang bisa buat investasi, beli tiket pesawat, sampai tarik tunai tanpa kartu.",5,Positive
mantap,5,Positive
ok,5,Positive
"mohon maaf,makin kesini makin buruk.yg awalnya login cukup pake biometrik,skrg ga bsa.ada kesalahan trus.dan hari ini,seharian gagal trus mau bikin m banking,ribet nya mnta ampuuun",1,Negative
ketika buka loading nya lama dan sering kluar sendiri kenapa tidak bisa masuk dan menerima kode otp pdhl pulsa sya ada 10ribu,2,Negative
kenapa akhir2 ini sering bermasalah?,4,Positive
baru di gunakan 1 Minggu gak bisa lagi... capek down load terus,1,Negative
mantap,5,Positive
apk nya bagus banget,5,Positive
"kenapa tiba-tiba BCA id terblokir,udah dimasukin password sama BCA id yang benar tetep gabisa login",2,Negative
sangat membantu utk kerja apalagi di jnt express,5,Positive
ok,5,Positive
mo masuk kok kode negara Indonesia kok gak ada...nyesel download aplikasinya... GK jelas...bikin pusing... hapus aja lah 🤦‍♀️🤦‍♀️,1,Negative
pelayanan nya mantap,5,Positive
top,5,Positive
gk jelas dikit dikit ID my bca ke blokir tiba tiba. gk jelas bangt BCA makin sini. udah saat nya harus pindah bank ini mah.,1,Negative
mantap,5,Positive
pasword id kadang tidak bisa di gunakan kadang bisa kadang tidak bisa padahal pasword sudah benar di BRI lancar jaya AQ angkat di RUPS nanti selain nasabah AQ juga pegang saham BBCA Dan BBRI,1,Negative
baik,5,Positive
3x ingin melakukan video call gagal karna gak di respon sama cusomer service nya,3,Neutral
INFO PENTING YG GUNAKAN APK INI SARAN SAYA JANGAN PAKE APK BANK BANGASAT INI SYA MINTA OTP VIA SMS BIAYAA ADMIN NYA BESAR WALAPUN DI KIRIM LAMBAT WAKTU TUNGGU CEPAT SAYA SAMPAI 11 KALI MINTA OTP PASTI KE HABISAN WAKTU INI APK MISKIN ....HATI HATI PENGGUNA APK INI KLO ADA SALDO BANYAK TERIMAKSIH TOLONG DI BACA INI TEMAN KU,1,Negative
"Ngga bisa Login tulisannya proses verifikasi tidak dapat di lanjutkan, m banking terparah dari bank lainnya",1,Negative
setelah update makin LEMOT ! Bikin malu klo pas mau melakukan pembayaran 🤦🏻‍♂️,1,Negative
ini kenapa sih? ngebug ya? masa aku mau verifikasi wajah aku aja gabisa!,3,Neutral
sanggar bagus,5,Positive
bagus,5,Positive
mantap sy kasih bintang lima,5,Positive
ini kenapa setelah uninstall jadi ga bisa log-in? muter2 aja terus.,3,Neutral
good,5,Positive
mantap,5,Positive
Qris tap untuk naik MRT selalu ada masalah,1,Negative
keren,5,Positive
"aplikasi cacat, untuk vitur finger print error. kalau bagian IT nya tidak becus pecat saja dari bank bca. buat apa ngrekruit orang yang tidak bisa maintenace",1,Negative
ok lah,5,Positive
"update aplikasi sering muncul,,kadang 3x permintaan update..setelah update selesai lemot banget. Tolong diperbaiki .!!",4,Positive
weow,4,Positive
verifikasi gagal terus tapi pulsa tetap berkurang,1,Negative
kurang bagus...mudah terblok,1,Negative
ok ok ok,5,Positive
apk gajelas udah ke potong 10rb malah mau tr ke akun ewalet di sebut saldo kurang gajelas padahal saldo ada 92.90rb,1,Negative
ok lah,5,Positive
Sangat² ke bantu,5,Positive
baik,5,Positive
"masa cuman salah masukin password langsung keblokir kayaknya selama gw hidup untuk login ke goggle, website dan main game yg ada pwnya gk pernah tuh langsung keblokir malahan dikasih jeda berapa detik. dan kalopun di suruh telpon atau ke bank buat recover id padahal cuman gara gara salah masukin password males gw",5,Positive
"lemot, kalah jauh sama ibanking",3,Neutral
oke,5,Positive
"aplikasi apaan?...mau buka rekening seusah nya setengah kiamat, pas mau foto wajah malah gak bisa...ada muncul terus tulisan ""please turn off devloper mode""...gw mau foto bukan mau pengaturan...aplikasi bodoh.",1,Negative
minta tolong di bantu agar bisa login kembali 🙏 tetap aja tdk bisa,3,Neutral
mantap my bca,5,Positive
"sama saja tidak bisa login seperti di halo BCA cuma stuck saja , ada keterangan untuk mengupdate aplikasi mybca di playstore, padahal sudah versi terbaru setelah di klik stuck di situ pdhl koneksi stabil, ribet.",1,Negative
"ini kenapa sih mau bikin rekening online aja susah banget padahal data data udah di input tapi proses verifikasi wajah ga pernah bisa setiap mau verifikasi wajah pasti keluar apk, sebenernya kenapa ini salah satu bank terbaik tapi kok pelayanannya kayak gini bikin kecewa aja calon nasabah ahh payah. mereka ngebales komentar tanpa ada perbaikan hadehh tolong dong developernya kerja sedikit",1,Negative
luar biasa... 👍🏼👍🏼👍🏼👍🏼,5,Positive
sangat memudahkan bertransaksi,5,Positive
kenapa nggak bisa login ya tiba2,5,Positive
sangat mudah dan cepat,5,Positive
sangat membantu,5,Positive
my BCA ini aneh verifikasi wajah pake hp sendiri g bisa giliran ke bank bisa brati bisa di manipulasi sistem bobrok bgt,1,Negative
ok,5,Positive
sekarang jadi semakin lemot,1,Negative
"update terus tp sistem gk perbaiki... lambat, mana responnya cm mohon maaf bla bla bla",1,Negative
"memberi ulasan langsung ada perbaikan ,dan apk sudah normal ,mantap👍",5,Positive
Pelayanan lama,1,Negative
ko makin lemot yah pedahl jaringan full tolong di perbaikin dong,4,Positive
sejauh ini oke oke aja good lah,5,Positive
sangat memuaskan,5,Positive
lemot parah .suka error,1,Negative
"saya kan mau login ko di bagian kode negara telepon gada Indonesia ya,ngebug atau gmna ni aplikasi nya tolong dong saya gbisa login nih",2,Negative
Bca idolaku,5,Positive
apl lemot setelah upgrade tolong diperbaiki,1,Negative
tumben ko ada potongan harus nya ada transaksi nya kan jelas potongan apa gitu.,2,Negative
sangat buruk!! meminta kode verifikasi OTP tapi baru mengirimkan setelah 2 menit meminta. sangat buruk sekali,1,Negative
bank paling ribet dan gak transparan nyesel buka rekening di bank ini,1,Negative
ok,5,Positive
bagus,5,Positive
aplikasi membantu,5,Positive
"Aplikasi buruk, sudah daftar, sudah oke, giliran masuk tidak bisa terus, selalu kembali ke halaman pendaftaran awal terus",2,Negative
"Dikit"" minta di update,pas udah update tambah lemot",3,Neutral
agak lelet pas mau ngebuka app nya,4,Positive
ga pernah nemu aplikasi m bangking seburuk ini,1,Negative
kok my BCA ku dari kemaren tidak bisa login padahal sudah update versi terbaru,2,Negative
bagus,4,Positive
mantap 007,5,Positive
bagus,5,Positive
parah masah kode +62 ga ada konyol,1,Negative
Mantap semakin lengkap aja,5,Positive
OTP NYEDOT PULSA,3,Neutral
lumayan bagus dan membantu banget jadi ga repot buat transaksi,4,Positive
payah sekali untuk proses verifikasi Bank sok orang kaya,1,Negative
PARAH.... LOGIN BOLAK BALIK SAMPE CAPEK TAPI GAK MASUK MASUK,1,Negative
sangt bagus,5,Positive
maksudnya gimana mau login kok phone number blocked,1,Negative
apl nya manteb,5,Positive
aplikasi nya ok sh cuma dari UI nya tambahin icon bank pada menu transfer memudahkan pengguna mencari bank tujuan,4,Positive
"Sering banget tiba-tiba ke blokir. dalam sebulan bisa 4 sampe 5x ke blokir. padahal baru mau masuk, pasword juga udah bener, malahan belum juga 1x di masukin udah ke blokir aja. tolong perbaiki sistemnya",2,Negative
ok,5,Positive
aplikasi lol.. buat verifikasi wajah saja ndak bisa..,1,Negative
ini aplikasinya kenapa dah setiap gajian kepotong bae malah ga ada pemberitahuan nya lagi kalo di potong teh,2,Negative
semoga banyak bermanfaat,5,Positive
GK mbking nya GK my BCA nya GK ada yg bisa d gunakan knp ini padahal udh punya rekening tapi GK ada yg bisa d gunakan,1,Negative
lemooot update teroos tp lemot sampe upgrade sim card juga tetep lemot gk ngerti deh jd gini .tolong perbaiki lagi,3,Neutral
satpam bca expres wangon baik sekali,5,Positive
BCA mobile Semakin Terdepan,5,Positive
terbaik dan mudah transaksi👍👍👍,5,Positive
"gimna sih ini log in keluar mulu . hari ini jum'at 24 aprl 2026. sudah di update. login. keluar lagi, gak bisa transaksi kalo gini. gimana sih.",1,Negative
oke,5,Positive
apknya ngestuck teruss padahal kuota banyak wifi lancar. udah nyoba beberapa kali masih gabisaa. mau transaksi jadi bingung karena gabisa buka apknya. tolongg gimanaa dong biar normal lagii,2,Negative
sangat sangat mengecewakan isi saldo di mutasi sudah ada tapi saldo tetap kosong...ada apakah ini,5,Positive
baik,5,Positive
semakin lama semakin tidak kompeten nih aplikasi 😌,1,Negative
"keren, bugs yang oops sudah difixing & tidak pernah muncul oops lagi ketika payment menggunakan qris",5,Positive
parah banget sekarang,1,Negative
"lemot banget sih jadinya, mau cek saldo aja gak muncul2",4,Positive
aplikasi rusak OTP gak ke kirim sampai 2kali beli pulsa,1,Negative
"hallo min mohon di bantu saya beli pulsa di apk BCA, dari mutasi sudah kepotong keterangannya tapi pulsanya blm masuk",4,Positive
assalamualaikum kak emang bisa daftar online kaka my BCA ?,4,Positive
mantap,5,Positive
keuren bagus,5,Positive
👍👍👍👍👍,5,Positive
"belum ada seminggu update, minta update lagi, tapi makin lemot parah",1,Negative
sangat bagus dan fitur lumayan lengkap,5,Positive
sangat baik,5,Positive
"my BCA kok gak bisa di bukak,setelah kebukan ada tulisan hapus riwayat gi mana kak",5,Positive
"gimana ini , tidak bisa nerima kode otp",2,Negative
"Aplikasinya jelek sekali, mau reserst pasword tinggal nunggu kode otp ga muncul muncul, buang buang uang buat beli pulsa!!!",1,Negative
mantap luar biasa,5,Positive
sangat membantu,5,Positive
"masalah terblock saat login , padahal sudah benar passwordnya masih incorrect",1,Negative
baik,5,Positive
"mau buka rekening online,pas suruh Selfi wajah g bisa tolong di bantu",2,Negative
"Heran sama BCA. Setiap ada masalah, sulit sekali ujungnya diminta ke bank bank terdekat. sesuai tertera di menu bantuan, bisa kontak CS langsung untuk pembukaan kembali akun blokir. ujungnya diminta ke bank terdekat. setiap ke CS bank BCA, diminta pengkinian data lagi, heran. padahal semua data rahasia sudah sesuai. saya juga pakai aplikasi bank lain, bank mandiri, bank jabar. mudah sekali sangat membantu. kontak CS bca seperti kontak CS AI, terlalu percuma sangat tidak membantu.",1,Negative
membantu banget,5,Positive
"sekarang kalo pakek wifi tidak bisa, harus pakek data sellular, sedikit kurang nyaman",3,Neutral
maaf saya kasi bintang 2 dulu ya karena kalo mau kode otp buat verifikasi akun itu kudu pake pulsa padahal ya buat apa kode otp pake pulsa bikin pulsa makin abis seketika + belum lagi orang yang ga punya pulsa dan pas nyoba login mala di suru nunggu kode otp uda gitu pake pulsa kasian kan mangkanya saran saya update selanjutnya kalo saat nunggu kode otp itu ga perlu pake pulsa cukup andalkan pesan sms atau WhatsApp sebagai alternatif untuk bisa menerima kode otp tersebut,2,Negative
"cukup bagus aplikasinya yg sekarang banyak fiturnya, lebih lengkap dibanding aplikasi yg lama",5,Positive
"jelek bgt aplikasinya.. masa iya mau login kudu berkali2 ubah mode pesawat trus ke normal biar bener. Apalagi pas mau transfer atau bayar qris, hadeh.. lama bgt, kadang malu dikira ga punya kuota pdhl aplikasinya lelet bgttt",2,Negative
"banyak fitur nya, tampilan lebih fresh",5,Positive
bagus,5,Positive
"ga jelas,",1,Negative
tolong tingkatkan lgi,5,Positive
kartu ATM lupa pasport,2,Negative
KENAPA MYBCA KODE NEGARA INDONYA HILANG? CARA LOGINNYA GIMANA?,1,Negative
baik dan semoga akan selalu baik,5,Positive
ini kenapa ya dh masukin kata sandi tetap jha g bisa masuk. mybca,5,Positive
keren,5,Positive
mudah dan nyaman,5,Positive
"gak jelas MyBCA ini, setiap ada saldo yang masuk selalu kepotong. nyesel pake BCA sekarang. baru tgl 17 april ada yg tf kepotong 34rb, hari ini ada yang tf kepotong lgi 19rb gak ada mutasi kepotong apanya. sumpah gak jelas banget motongin mulu duit orang. kalo admin bukannya 1 bln sekali kepotongnya itu pun 14rb",1,Negative
ini mana kode negara nomer telpon indonesia kok gak ada jadi gak bisa login,1,Negative
Mantap ok,5,Positive
kenapa sih selalu ada update an terus?? perasaan baru seminggu lalu d update trs skrng ada update an trs jd mau transaksi tuh kehalang,5,Positive
ini kenapa BCA transfer nya pending2,3,Neutral
"untuk layanan pengaduan dengan telp 1500888 sangat sayang sekali berbayar,dan mahal banget untuk memakan pulsa nya",2,Negative
"tolong perbaiki sistem otp nya, saya dari tadi nunggu sms kaga ada tuh satu pun yang masuk",3,Neutral
Aplikasi berat dan Lelet kaya bekicot...,1,Negative
Moga uangku aman,5,Positive
aplikasi bagus,5,Positive
kenapa tdk kompatibel di perangkat saya tah,1,Negative
"pembayaran qris ga masuk tapi saldo kepotong udah hubungi bca tapi penanganan nya lama parah !!! seminggu saldo ga kembali dan di merchant msh blm nrima dana dr gw, bca busuk !!",1,Negative
"gimana ini buat masukin nomor handphone kode negara Indonesia aja gaada, udah berubah jadi negara Konoha kah?",3,Neutral
"cukup puas sih, fitur udah lengkap. tapi yang di sayangkan kalau ada transaksi dana masuk belum ada bunyi notifnya... tolong di perbaiki ya my bca, sukses selalu...",5,Positive
kak tolong di tambah ewalet nya ada gopay nya,5,Positive
"Sekelas BCA kualitas aplikasinye kek smpah! transaksi lemot, kadang transaksi gagal tapi berhasil transfer dan pembayaran qris bikin kita kek mau nipu merchant lama minta ampun,gagal dan lelet bgt kasir sampe liatin kita terus d kira mau kabur",1,Negative
aplikasi jelek lamban dan scan qrish sering error. Malah lebih bgs bcamobile. untuk aplikasi mybca👎.,1,Negative
KOK QRIS SAYA GAK BISA DI PAKEK YA,5,Positive
memuaskan...fiturnya simple 👍🏻,4,Positive
mudah dan cepat,5,Positive
"kalo salah atau lupa id sama pasword masa salah bberapa kali langsung di blokir , harus ke kantor nya segalaa buat apa ada aplikasi kalo gitu",1,Negative
"sangat bagus, notif transakasi k eluar masuk tidak muncul",5,Positive
"lagi eror kah? sejak kemarin, logout sendiri, terus ketutup sendiri, ga bisa dibuka, uninstall, install ulang, masih sama kyak gitu kondisinya, ga bisa dibuka, ketutup sendiri",1,Negative
ok,5,Positive
fast respon,5,Positive
ini udah instal di 2 hp kok saat konfirmasi masukan kode negara mosok negara sendiri Indonesia gak ada?! aneh ni... coba dibetulkan dong aplikasinya kalau udah bener tak ganti rate bintangnya...,1,Negative
"Sangat membantu, Aplikasinya Fast Respond, Notifnya selalu ter Update, Ringan di Pakai",5,Positive
mohon perbaiki IT nya. sering keluar akun. jadi boros buat otp.,3,Neutral
Bank paling ribett,1,Negative
"skarang jadi lemot bgt, semenak update",1,Negative
agak susah login ke perangkat baru apa lgi bagian di face id nya..sering gagal,3,Neutral
aplikasi jelek,1,Negative
"beberapa minggu lalu baru bikin rek online,, dan dapet voucher 100k, Itu aku pilih shopee, dan bener aja dong hari ini dapat WA dari BCA dikasih voucher, sudah aku belanjakan. terima kasih BCA, sukses selalu",5,Positive
good,5,Positive
luar biasa,5,Positive
update apalagi ini mau bikin tambah lemot? mau bikin tambah susah buka m banking?,1,Negative
bagus bangeut,5,Positive
sangat membantu,5,Positive
Itu potongan spa sih setiap isi saldo tiap bulan nya dipotong 50k dan saya cek rekening tersebut atas nama saya lagi padahal saya gak ngelakuin itu apakah biaya admin padahal rekening tahapan 😱,3,Neutral
bagus baik manfaat,5,Positive
sangatlah mudah,5,Positive
Bagusji,5,Positive
sangat membantu,5,Positive
jangan lemot² ya😁,5,Positive
bagus,5,Positive
gimana hbis di update ko gakbisa buat transaksi.transaksi gagal tapi saldo berkurang,2,Negative
"kata gw mah benerin servernya. suka banget susah login ngestuck di halaman masuk padahal udah periksa sinyal & tes mbps sinyal bagus loh gak ngelag/lambat (pake data+wifi sama aja hasilnya kadang). udah update berkali² tapi masih Nemu aja masalah yang sama, emang servernya aja suka bermasalah, sering bangetttttt kalau lagi transaksi gabisa login karena servernya gajelass, malu bgt gilak ditungguin & diliatin orang karena lemottttt parahh masuknyaaaaa!!",1,Negative
"Salah sandi 3× m-banking langsung terblokir, mau buka blokir ribet harus vc pake aplikasi Hallo BCA",1,Negative
"tolong kasih fitur nominal sebelum saldo kepotong dan sesudah menabung. contoh saldo awal 1jt mau nabung atau ada yg TF 600ribu jadinya kan 1,6 jt. nah yg saldo awal 1jt masih kelihatan gitu di bikin fitur lagi. soalnya saya sering lupa. contoh lagi saldo awal 1jt kepotong belanja 600ribu jadi nya kan 400ribu, nah yg 1 JT masih kelihatan tapi dibikin fitur tersendiri aja biar ga bingung. terima kasih",3,Neutral
praktis dan mudah,5,Positive
aplikasi semakin ga jelas saldo saya selalu ke potong sebulan 2 kali kepotong,1,Negative
"udah update, masa minta update terus si?? setiap login minta update terus.. aneh benerrrr",1,Negative
utk pelayananan pembuatan ATM krg baik mohon diperbaiki,1,Negative
aplikasi lemot bgt,1,Negative
rekening ga permah dipakai sekali dipakai duit langsung habis kena biaya layanan mana ga ada pemberitahuan... hati hati mending pakek yang lain aja!,1,Negative
tgl.14 baru update giliran lemot nyaa parah ..he skrng tgl.20 sudah di suruh update lagi ajaaa.....yang ada makin lemot aplikasi my BCA... Bukan nyaaa di benerin dulu yg sblmnya,1,Negative
sy penguna baru TPI sy yakin terjamin dan terjaga dengan Aman sy beri 3 bintang soalnya sy baru menginakan bank BCA ini,3,Neutral
"GAJELAS BANGET APLIKASI NYA, DARI PAGI MAU MASUK TULISANNYA TERJADI KESALAHAN MULU.. PADAHAL PASSWORD UDAH BENER MASIH AJA GA BISA MASUK!!! LAMA2 MALES PAKE BCA TERLALU RIBET GAJELAS!!!",1,Negative
tadi saya pembayaran lewat QR gitu setiap mau bayar barcode yg saya scan gk bisa terus keterangan terja opss terjadi kesalahan coba beberapa saat lagi ...itu kenapa ?,4,Positive
"apk my bca kenapa gabisa di pake yaa,mulai dari qris,cardless dan transfer semenjak ada pembaruan apk nya. sebelum2nya masih aman2 aja",5,Positive
uang ilang mulu,1,Negative
banyak sekali gangguan,2,Negative
"qris nya gak bisa, padahal pake e wallet/bank lain bisa.",1,Negative
bayar pakr qris kena biaya 2rb. kebnayakam biaya skrg,1,Negative
ini kok ga bisa sih atm nya opps coba lagi mulu.. busuk banget,1,Negative
baik,5,Positive
"seringg erorr dan update terus terusan plis lah bikin aplikasi yang stabill dong ga perlu gonta ganti fiturr teruss, saya lagi mau bayar malah eror aplikasi nya",1,Negative
satpam BCA expres wangon baik banget,5,Positive
kurang puass,3,Neutral
"pengalaman buruk pemotongan gak jelas, setor tunai tiba"" dipotong apa"" dipotong, kalau dipotong seribu atau dua ribu oke la, ni dipotong 20/50, seenak nya gak mikir orang lagi butuh uang atau gak, admin nya diminta solusi gak ada yg jawab lucu",1,Negative
tlg di sesuaikan.....,5,Positive
"aplikasi kemarin gangguan, saya coba install ulang minta otp ga bisa2. saya minta bantuan ke hallo BCA juga ga ada solusi. malah kesannya di limpahkan ke provider nya. ga banget ini aplikasi sumpah",1,Negative
bagus,5,Positive
tolong ini apknya jadi lemot gini ya.,1,Negative
KINERJA UNTUK PENYELESAIAN MASALAH TRANSAKSI KURANG CEPAT ALIAS LAMBAN.,1,Negative
ribet banget proses verifikasi wajahnya sumpah kalah sm apk e-wallet yg lain,3,Neutral
sangat membantu untuk via transfer bagus dan bagus,5,Positive
ok,5,Positive
setelah update malah enggak bisa di buka my bca katanya salah passwod,1,Negative
cabang mudah di cari,5,Positive
ok,5,Positive
admin ini saldo saya transaksi gagal tapi kenapa kepotong dan duit nya pun gak masuk kepenerima,1,Negative
BAD,1,Negative
plis lah jangan jdi ribet klo udah updte,1,Negative
makin ksini makin ngaco abis update Mala lemottt kacau. hrus klo pembaruan itu jdi LBH baik.bukan Mala lemot lelet baru mau buka aj lma bgd loading ny. blm masuk ny loading lama juga. tolong d perbaiki,2,Negative
Tidak cocok untuk saya yg serba hemat,1,Negative
"Tidak scan galeri,Harus Poto pake hp lain 🤔",5,Positive
app makin gaje !!! bukan nya nambah mudah malah buat makin susah !!!! lemot !!!!!!! app suka kluar sendiri,1,Negative
"Bagus sangat berguna,dah bertahun2 digunakan aman2 saja, yang beri penilaian katanya lemot lah ,apa lah, HP kalian mungkin yg gk suport, apa jaringan kalian gk stabil, makanya beli tower biar lancar",5,Positive
diupdate makin lemot gk jelas gk semua hp nya baru ram gede,1,Negative
"kode otp tidak masuk, pulsa masih banyak dan sangat susah untuk mengakses bank mobile bca, tolong di perbaiki...",2,Negative
ok good,5,Positive
bgus,5,Positive
apk ajng pembukaan rekeng ribet nya ampun benerin fitur scan muka udah seterang sejelas sejauh gimana juga tetep aja ga bisa RIBETTTT,1,Negative
nice,5,Positive
mantap,4,Positive
"sering banget terjadi kesalahan dan coba lagi, padahal jaringan bagus sinyal aman tp selalu aja begitu, dan padahal pun udah update pun ttp begitu. malah minta dipastikan hadeh... padahal keluhannya udah jelas di aplikasi",1,Negative
sejauh ini bagus sih nga ada problem Mudah2an kedepannya lebih bagus lagi,4,Positive
baru aja update masuk jadi gak bisa padahal dah pake sidik jari. manual id bener pasword udah bener keblokir. meski lewat call center. jujur males gua buka,3,Neutral
plis lah kakk ini kek mnaa aku dah bolak balik liat rating katanya kalo apk delay gbsa di buka coba restart device dah ku coba samapun ngeleg kali lah mna aku urgent lagi duh lama2 kesel kali bukannya mempermudah malah bkin tambh kesel,2,Negative
Alhamdulillah aplikasi sudah Bagus,5,Positive
potongan muluu kacauu,1,Negative
kenapa setelah d update jadi sering eror ya?? tolong dong admin ini gimana? kenapa punya saya ga bisa d login min? tolong ini bagaimana?,5,Positive
